ABC,Water,Gluten%,SV ml,Moisture,Slot
4,12,10.51,25,12.86,0
4,12,10.51,25,12.86,0
4,12,10.51,25,12.86,0
4,12,10.51,25,12.86,1
4,12,10.51,25,12.86,1
4,12,10.51,25,12.86,1
3.8,12,10.51,25,12.86,1
3.8,12,10.51,25,12.86,1
3.8,12,10.51,25,12.86,1
3.8,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,0
3.3,10,10.51,25,12.86,0
3.3,10,10.51,25,12.86,0
3.3,10,10.51,25,12.86,0
3.3,10,10.51,25,12.86,0
3.3,10,10.51,25,12.86,0
3.6,10,10.51,25,12.86,0
3.6,10,10.51,25,12.86,0
3.6,10,10.51,25,12.86,0
3.6,10,10.51,25,12.86,0
3.6,10,10.51,25,12.86,0
3.6,10,10.51,25,12.86,0
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,10,10.51,25,12.86,2
3.8,9,10.51,25,12.86,1
3.8,9,10.51,25,12.86,1
3.8,9,10.51,25,12.86,1
4,9,10.51,25,12.86,1
4,9,10.51,25,12.86,1
4,9,10.51,25,12.86,1
4,9,10.51,25,12.86,1
4,9,10.51,25,12.86,1
4,9,10.51,25,12.86,1
4,9,10.51,25,12.86,1
4,9,10.51,25,12.86,0
4,9,10.51,25,12.86,0
4,9,10.51,25,12.86,0
4,9,10.51,25,12.86,0
4,9,10.51,25,12.86,0
4,9,10.51,25,12.86,0
4,9,10.51,25,12.86,0
3.8,11,10.51,25,12.86,1
3.8,11,10.51,25,12.86,1
3.8,11,10.51,25,12.86,1
3.8,11,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,12,10.51,25,12.86,2
3.5,11,10.51,25,12.86,1
3.5,11,10.51,25,12.86,1
3.5,11,10.51,25,12.86,1
3.5,11,10.51,25,12.86,1
3.5,11,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,1
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.5,12,10.51,25,12.86,0
3.3,10,10.51,25,12.86,2
3.3,10,10.51,25,12.86,2
3.3,10,10.51,25,12.86,2
3.3,10,10.51,25,12.86,2
3.6,10,10.51,25,12.86,2
3.6,10,10.51,25,12.86,2
3.6,10,10.51,25,12.86,2
3.6,10,10.51,25,12.86,2
3.6,10,10.51,25,12.86,2
3.6,10,10.51,25,12.86,2
3.6,10,10.51,25,12.86,2
4,10,10.51,25,12.86,2
4,10,10.51,25,12.86,2
4,10,10.51,25,12.86,2
4,10,10.51,25,12.86,2
4,10,10.51,25,12.86,2
4,10,10.51,25,12.86,2
4.5,10,10.51,25,12.86,2
4.5,10,10.51,25,12.86,2
4.5,10,10.51,25,12.86,2
4.5,10,10.51,25,12.86,2
4.5,10,10.51,25,12.86,2
4.5,10,10.51,25,12.86,2
4.5,10,10.51,25,12.86,2
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.5,12,11.07,25,12.71,1
4.3,12,11.07,25,12.71,1
4.3,12,11.07,25,12.71,1
4.4,12,11.07,25,12.71,1
4.4,12,11.07,25,12.71,0
4.4,12,11.07,25,12.71,0
4.4,12,11.07,25,12.71,0
4.6,12,11.07,25,12.71,0
4.6,12,11.07,25,12.71,0
4.6,12,11.07,25,12.71,0
4.6,12,11.07,25,12.71,0
4.6,12,11.07,25,12.71,0
4.6,12,11.07,25,12.71,0
4.8,12,11.07,25,12.71,0
4.8,12,11.07,25,12.71,0
4.8,12,11.07,25,12.71,0
4.8,12,11.07,25,12.71,0
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
4.5,12,11.07,25,12.71,2
5.5,12,11.16,25,12.61,1
5.5,12,11.16,25,12.61,1
5.5,12,11.16,25,12.61,1
5.5,12,11.16,25,12.61,1
5.5,12,11.16,25,12.61,1
5.5,12,11.16,25,12.61,1
5.5,12,11.16,25,12.61,1
5.5,12,11.16,25,12.61,1
5.8,12,11.16,25,12.61,1
5.8,12,11.16,25,12.61,1
5.8,12,11.16,25,12.61,1
5.8,12,11.16,25,12.61,1
5.8,12,11.16,25,12.61,1
5.8,12,11.16,25,12.61,1
5.8,12,11.16,25,12.61,0
5.8,12,11.16,25,12.61,0
5.8,12,11.16,25,12.61,0
5.8,12,11.16,25,12.61,0
5.8,12,11.16,25,12.61,0
5.8,12,11.16,25,12.61,0
5.8,13,11.16,25,12.61,0
5.8,13,11.16,25,12.61,0
5.8,13,11.16,25,12.61,0
5.8,13,11.16,25,12.61,0
5.8,13,11.16,25,12.61,0
5.8,13,11.16,25,12.61,0
5.8,13,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,1
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
5.5,14,11.16,25,12.61,0
4.7,12,11.16,25,12.61,0
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.7,12,11.16,25,12.61,1
4.8,12,11.16,25,12.61,1
4.8,12,11.16,25,12.61,1
4.8,12,11.16,25,12.61,0
4.8,12,11.16,25,12.61,0
4.8,12,11.16,25,12.61,0
4.8,12,11.16,25,12.61,0
4.8,12,11.16,25,12.61,0
4.8,12,11.16,25,12.61,0
4.8,12,11.16,25,12.61,0
4.9,12,11.16,25,12.61,0
4.9,12,11.16,25,12.61,0
4.9,12,11.16,25,12.61,0
4.9,12,11.16,25,12.61,0
4.9,12,11.16,25,12.61,0
4.9,12,11.16,25,12.61,0
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
4.9,12,11.16,25,12.61,2
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,1
5.5,12,11.08,27,12.73,0
5.5,12,11.08,27,12.73,0
5.5,12,11.08,27,12.73,0
5.5,12,11.08,27,12.73,0
5.5,12,11.08,27,12.73,0
5.5,12,11.08,27,12.73,0
5.5,12,11.08,27,12.73,0
5.5,12,11.08,27,12.73,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,1
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
4.6,13,10.66,25,12.93,0
5.3,14,11.12,26,12.89,2
5.3,14,11.12,26,12.89,2
5.3,14,11.12,26,12.89,2
5.3,14,11.12,26,12.89,2
5.3,14,11.12,26,12.89,2
5.3,14,11.12,26,12.89,2
5.3,14,11.12,26,12.89,2
5.3,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
5.5,14,11.12,26,12.89,2
6.3,14,11.12,26,12.89,2
6.3,14,11.12,26,12.89,2
6.3,14,11.12,26,12.89,2
6.3,14,11.12,26,12.89,2
6.3,14,11.12,26,12.89,2
6.3,14,11.12,26,12.89,2
6.3,14,11.12,26,12.89,2
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,1
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.3,14,11.12,26,12.89,0
5.8,12,11.12,26,12.89,2
5.8,12,11.12,26,12.89,2
5.8,12,11.12,26,12.89,2
5.8,12,11.12,26,12.89,2
5.8,12,11.12,26,12.89,2
5.8,12,11.12,26,12.89,2
5.8,12,11.12,26,12.89,2
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,1
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
5.5,14,11.12,26,12.89,0
6.4,14,11.12,26,12.89,2
6.4,14,11.12,26,12.89,2
6.4,14,11.12,26,12.89,2
6.4,14,11.12,26,12.89,2
6.4,14,11.12,26,12.89,2
6.4,14,11.12,26,12.89,2
6.4,14,11.12,26,12.89,2
6.3,14,11.12,26,12.89,1
6.3,14,11.12,26,12.89,1
6.3,14,11.12,26,12.89,1
6.3,14,11.12,26,12.89,1
6.3,14,11.12,26,12.89,1
6.3,14,11.12,26,12.89,1
6.3,14,11.12,26,12.89,1
6.3,14,11.12,26,12.89,1
6.3,14,11.12,26,12.89,1
6.5,14,11.12,26,12.89,1
6.5,14,11.12,26,12.89,1
6.5,14,11.12,26,12.89,1
6.5,14,11.12,26,12.89,0
6.5,14,11.12,26,12.89,0
6.5,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.1,14,11.12,26,12.89,0
6.5,14,11.12,26,12.89,2
6.5,14,11.12,26,12.89,2
6.5,14,11.12,26,12.89,2
6.5,14,11.12,26,12.89,2
6.5,14,11.12,26,12.89,2
6.5,14,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
7,15,11.12,26,12.89,2
7,15,11.12,26,12.89,2
7,15,11.12,26,12.89,2
7.3,14,11.12,26,12.89,1
7.3,14,11.12,26,12.89,1
7.3,14,11.12,26,12.89,1
7.3,14,11.12,26,12.89,1
7,14,11.12,26,12.89,1
7,14,11.12,26,12.89,1
7,14,11.12,26,12.89,1
7,14,11.12,26,12.89,1
7,14,11.12,26,12.89,1
7,14,11.12,26,12.89,1
7,14,11.12,26,12.89,1
7,14,11.12,26,12.89,0
7,14,11.12,26,12.89,0
6.6,14,11.12,26,12.89,0
6.6,14,11.12,26,12.89,0
6.6,14,11.12,26,12.89,0
6.6,14,11.12,26,12.89,0
6.6,14,11.12,26,12.89,0
6.6,14,11.12,26,12.89,0
6.2,14,11.12,26,12.89,0
6.2,14,11.12,26,12.89,0
6.2,14,11.12,26,12.89,0
6.2,14,11.12,26,12.89,0
6.2,14,11.12,26,12.89,0
6.2,14,11.12,26,12.89,0
6.2,14,11.12,26,12.89,0
6.2,15,11.12,26,12.89,2
6.2,15,11.12,26,12.89,2
6.2,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,1
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.7,16,11.12,26,12.89,0
6.2,15,11.12,26,12.89,2
6.2,15,11.12,26,12.89,2
6.2,15,11.12,26,12.89,2
6.2,15,11.12,26,12.89,2
6.2,15,11.12,26,12.89,2
6.2,15,11.12,26,12.89,2
6.2,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.5,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
6.8,15,11.12,26,12.89,2
7,15,11.12,26,12.89,2
7,15,11.12,26,12.89,2
7,15,11.12,26,12.89,2
7,15,11.12,26,12.89,2
7.2,15,11.12,26,12.89,2
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
7,14,10.52,24,12.3,1
6.7,14,10.52,24,12.3,1
6.7,14,10.52,24,12.3,1
6.7,14,10.52,24,12.3,1
6.5,14,10.52,24,12.3,1
6.5,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,0
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
6,14,10.52,24,12.3,2
